Serial,Date (YMD),Event,Provincia,Code Provincia,Departamento,Code Departamento,Comments,Cause,Description of Cause,Source,DataCards,Evacuated,lat,lon,rio1.nombre,rio1.distancia,rio2.nombre,rio2.distancia
2134-d,10/11/1985,FLOOD,Buenos Aires,6,Avellaneda,6035,Av. Mitre aneg (1m de agua). Loc. afec.: Villa Echenagucias (aneg.100 manzanas)  Wilde  Dock Sud (80% calles aneg.)  Isla Maciel  Sarandi. Soc: Policía  Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  desborde Río Matanza y arroyo Sarandí,Cl - LN,1,1,-34.67500565,-58.31056343,SD_Olmos,1.5941701813570648,Arroyo San Francisco,3.256020413554479
2134-i,10/11/1985,FLOOD,Buenos Aires,6,Almirante Brown,6028,V. aneg. Soc: Policía  Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  desborde arroyos,Cl - LN,1,1,-34.80155807,-58.39146772,Finky,1.1360021831799358,Arroyo San Francisco - Dr. Torre,7.862553032632131
2115-a,10/11/1985,FLOOD,Buenos Aires,6,9 de Julio,6588,40% cosecha fina dest. Loc. + afec. y/o aisladas: Facundo Quiroga  French  12 de Octubre  Corbet y Santos Unzue. Aneg. caminos vecinales. Soc: Bomberos  Policía y D.C. Pérdidas en TODA La Prov: 763.228.517 U$  has. aneg. 6.100.500  15.000 productores afec. 1500000 Tn. trigo  1300000 Tn. girasol  100000 Tn. maíz  6000 Tn. lino   250.000 Tn sorgo y 40000 Tn. soja =1.500 millones de dólares. Ev. mas de 35.000.de sorgo y 40000 Tn. de soja)  y el numero de eva fue de mas de 35.000.de sorgo y 40000 Tn. de soja)  y el numero de eva fue de mas de 35.000. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen de lluvias superado y desborde Río Quinto,Cl - LN,1,1,-35.6497312,-61.0228986,Aº Vallimanca - RN 226,39.61553950345007,Salado - RP Nº50,79.95555604478278
2115-j,5/11/1985,FLOOD,Buenos Aires,6,Saladillo,6707,Part. afec. x cuenca Río Salado. Régimen lluvias superado. Pérdida 80% cosecha fina. Rutas cortadas: Nº51   Nº63  Nº205 y Nº3. Ver ficha 2115-a.aladillo y Bolivar por el arroyo Villamanca. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  desborde arroyos Villamanca y Saladillo,Cl - LN,1,1,-35.6504504,-59.8096018,Aº Saladillo - RN Nº205,28.231115234851387,Arrecifes - Arrecifes,89.90730691337042
2035-e,5/11/1985,FLOOD,Buenos Aires,6,General Alvear,6287,Emergencia Agropecuaria  pérdida cosecha fina e imposibilidad laboreos para la gruesa. Ruta Nº51 aneg. (30 cm de agua). Loc. Gral. Alvear contaminación napas. Ver ficha 2115-a. la red. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde arroyos.,Cl - LN,1,1,-36.0095752,-60.2101369,Aº Las Flores - Gral. Alvear,21.23927757904611,Aº Saladillo - RN Nº205,77.02985516360901
2115-b,5/11/1985,FLOOD,Buenos Aires,6,25 de Mayo,6854,Régimen de lluvias superado. Pérdida 50% cosecha fina. Loc. + afec.: Del Valle  San Emrique  Margarita  Ugarte y la Riestra. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  desborde arroyos Villamanca y Saladillo,Cl - LN,1,1,-35.2813845,-60.2618183,Salado RP Nº 51 - Achupallas,20.085031458133983,Aº Las Flores - Gral. Alvear,47.4808176351136
2196-a,3/11/1985,FLOOD,Jujuy,38,Capital,38021,R. Nº9 y V. ferrocarril Belgrano aneg. (DI6Author : F.Q. DI6Date : 4-00),Llu y desb,Desborde del Río Grande,LN,1,1,-24.02938843,-65.64742279,Arenales - El Encon,37.7897471355846,Las Conchas - Coropampa,69.38287109333373
2121-a,31/10/1985,FLOOD,Santiago del Estero,86,,,Loc. aisladas x aneg. caminos (90% de la red vial afect.) (DI6Author : F.Q. DI6Date : Dic-99),RAIN,,Cl - LN,1,1,,,nombre random,100000000.0,,
2123-a,31/10/1985,FLOOD,Santa Fe,82,Vera,82133,Caminos y has aneg. Loc. aisladas. 29/11 al 31/12 depto. declarada Emergencia Agropecuaria. (DI6Author : F.Q. DI6Date : Dic-99),RAIN,,Cl - LN,1,1,-29.72572798,-60.28951287,CIRHBAS - LIM  LAGUNA EL BONETE - ARROYO GOLONDRIN,34.10230849797655,Aº Malabrigo - RN Nº11,61.20087807281548
2123-c,31/10/1985,FLOOD,Santa Fe,82,San Cristobal,82091,Caminos y has aneg. Loc. aisladas. 29/11 al 31/12 depto. declarada Emergencia Agropecuaria. (DI6Author : F.Q. DI6Date : Dic-99),RAIN,,Cl - LN,1,1,-29.88749922,-61.57182768,CIRHBAS - LIM MOJON DE FIERRO-CANAL INTERPROVINCIA,54.11936647151123,CIRHBAS - LIM LAGUNAS SALADAS- RP 77,94.77851680969636
2123-b,31/10/1985,FLOOD,Santa Fe,82,9 de Julio,82077,Caminos y has aneg. Loc. aisladas. 29/11 al 31/12 depto. declarada Emergencia Agropecuaria. (DI6Author : F.Q. DI6Date : Dic-99),RAIN,,Cl - LN,1,1,-29.0758472,-61.73625069,CIRHBAS - LIM MOJON DE FIERRO-CANAL INTERPROVINCIA,18.625517117512356,CIRHBAS - LIM BAJO CHOROTIS-RN 95,67.54159165520696
2122-a,31/10/1985,FLOOD,Formosa,34,,,V. aneg. (DI6Author : F.Q. DI6Date : Dic-99),RAIN,,Cl - LN,1,1,,,nombre random,100000000.0,,
2117-e,18/10/1985,FLOOD,Buenos Aires,6,Navarro,6574,V. aneg. Soc: Policía y Bomberos (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  desborde Río Salado,Cl - LN,1,1,-35.0117915,-59.4247779,Aº Saladillo - RN Nº205,30.269517763973745,Atucha,64.3187327597267
2117-f,18/10/1985,FLOOD,Buenos Aires,6,Mercedes,6532,V. aneg. Soc: Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,lluvias  desborde Río Lujan,Cl - LN,1,1,-34.64501572,-59.35927582,Areco - San Antonio de Areco,27.679032558549128,Aº De las Chañaritas,32.87359775713086
2117-c,18/10/1985,FLOOD,Buenos Aires,6,Lujan,6497,V. periféricas aneg. Soc: Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  desborde Río Lujan,Cl - LN,1,1,-34.4619848,-59.1744878,Zárate,27.592551462501905,Baradero,51.78131555375502
2117-b,18/10/1985,FLOOD,Buenos Aires,6,La Matanza,6427,V. aneg. Soc: Bomberos  D.C. y Policía. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  desborde Río Matanza,Cl - LN,1,1,-34.71417289,-58.50890438,Aº Medrano Reser. - Tecnópolis,8.89153321445818,Olivos,12.60587720528272
2117-a,18/10/1985,FLOOD,Buenos Aires,6,General Sarmiento,6378,V. aneg. Soc: Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  desborde Río Reconquista,Cl - LN,1,1,-34.4627196,-58.7739423,Escobar,10.415238662156776,Campana,27.04555492557761
2117-d,18/10/1985,FLOOD,Buenos Aires,6,Esteban Echeverria,06260,V. aneg. Soc: Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  desborde Río Matanza,Cl - LN,1,1,-34.88497914,-58.47780994,Finky,10.59552888352467,Arroyo San Francisco - Dr. Torre,18.536820703561684
2116-a,12/10/1985,FLOOD,Capital Federal,2,Comuna 14,2014,Aneg. estación Palermo subte línea D.  Caída postes de luz y teléfonos (afecto al 65% de la Cap. Fed.). (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Desborde arroyo Maldonado x lluvia y viento,Cl - LN,1,1,-34.57389998,-58.42243645,Buenos Aires,2.680115102014045,Olivos,7.113055623764702
2134-g,11/10/1985,FLOOD,Buenos Aires,6,Quilmes,6658,Arroyos desbordados Jiménez y Piedras. V. aneg. Loc. aneg.: Villa Florida  Bernal Oeste   San Francisco Solano. Soc: Policía  Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias (87 3 mm el 10/11) desborde de los arroyos.,Cl - LN,1,1,-34.70037841,-58.27664278,LP_Libano,4.25095577248256,Arroyo Las Piedras - Rep. del Líbano,4.284469084750754
2134-h,11/10/1985,FLOOD,Buenos Aires,6,Moron,06568,V. aneg. Ruta Nº7 cortada 3 días. Soc: Policía  Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  desborde Río Reconquista,Cl - LN,1,1,-34.6644131,-58.64564271,Tigre,16.23895747409569,Escobar,23.20567145694538
2035-l,4/10/1985,FLOOD,Buenos Aires,6,Guamini,6399,18/11 Ev. total ciudad (Casco Urbano 5 m de agua) 1200mm. Corte energía eléctrica y teléfonos. Htal. Municipal aneg.  Agua red contaminada. Ruta Nº60 cortada. Part. Emergencia Agropecuaria  pérdida cosecha fina  no laboreo cosecha gruesa. Ver ficha 2115-aficha 2115-a.). Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde Lagunas Encadenadas,Cl - LN,1,1,-36.8942337,-62.3563118,Sauce Grande - RN Nº3,121.8688653244737,Colorado - Pedro Luro,139.56639141598117
2036-n,4/10/1985,FLOOD,Buenos Aires,6,Adolfo Alsina,6007,18/11 Ev. total ciudad (Casco Urbano 5 m de agua) 1200mm. Corte energía eléctrica y teléfonos. Htal. Municipal aneg.  Agua red contaminada. Ruta Nº60 cortada. Part. Emergencia Agropecuaria  pérdida cosecha fina  no laboreo cosecha gruesa. Ver ficha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde Lagunas Encadenadas.,Cl - LN,1,1,-37.04622644,-63.26682104,Colorado - Paso Alsina,116.17955364254009,Quinto - RP Nº26,121.00142309170717
2036-ñ,4/10/1985,FLOOD,Buenos Aires,6,Adolfo Alsina,6007,100 % Casco urbano aneg. Rotura asfalto  quebradura Viv. y flojedad cimientos. Cortes energía eléctrica y teléfonos. Contaminación agua red. Part. Emergencia Agropecuaria  ver ficha 2115b3 y ficha 2115-a. ficcha 2115-a. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Régimen lluvias superado  desborde Lagunas Encadenadas.,Cl - LN,1,1,-37.04622644,-63.26682104,Colorado - Paso Alsina,116.17955364254009,Quinto - RP Nº26,121.00142309170717
2100-a,15/8/1985,FLOOD,Chaco,22,San Fernando,22140,V. aneg. Falta de abastecimiento (alimentos). A. se suspende la arada. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias y crecida del Río Paraná,LN,1,1,-27.92561531,-59.31798172,CIRHBAS - LIM VILLA GUILLERMINA-ARROYO LOS AMORES,22.87946130564213,Negro - Laguna Blanca,40.00967873598881
2089-a,6/8/1985,FLOOD,Mendoza,50,San Rafael,50105,Corte Rutas Nº40 y 151. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Desborde del Río Atuel x lluvias,Cl - LN,1,1,-34.22018814,-67.91163635,Diamante - Monte Comán,15.554570699204616,Atuel - Carmensa,45.38980966137394
2158-a,3/8/1985,FLOOD,La Pampa,42,Hucal,42077,No se podrá explotar el salar (se perderá la producción).// (DI6Author : F.Q. DI6Date : Dic-99),RAIN,,LN,1,1,-37.72244263,-64.06454468,Colorado - Pichi Mahuida,114.70329373700942,Salado - Santa Isabel,314.4245139645577
2088-a,30/7/1985,FLOOD,La Pampa,42,Capital,42021,6 de agosto  declarada Zona de emergencia. Bº + afec.: Epam y Los Hornos. Soc: Cruz Roja  D.C. y Municipio. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias y desborde de la Laguna Don Tomas,Cl - LN,1,1,-36.68302536,-64.19379425,Quinto - RP Nº26,111.95596822017329,Colorado - Pichi Mahuida,134.46374877041254
2086-b,23/7/1985,FLOOD,Mendoza,50,Santa Rosa,50112,Aneg. calles. Soc: Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  vientos y desborde de arroyos,LN,1,1,-33.0552929,-68.06689238,Tunuyán - Las Catitas,10.48274028752875,Diamante - Monte Comán,67.07619362230682
2086-c,23/7/1985,FLOOD,Mendoza,50,Lavalle,50056,Aneg. caminos. Soc: Bomberos y D.C. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  vientos y desborde del río Desaguadero,LN,1,1,-32.81013676,-67.22178208,Desaguadero - Salto de la Tosc,79.52351579968695,Atuel - Carmensa,115.68240825605169
2086-d,23/7/1985,FLOOD,Mendoza,50,Lavalle,50056,Aneg. caminos. Soc: Bomberos. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvia  vientos y desborde de arroyos,LN,1,1,-32.81013676,-67.22178208,Desaguadero - Salto de la Tosc,79.52351579968695,Atuel - Carmensa,115.68240825605169
2086-e,23/7/1985,FLOOD,Mendoza,50,Las Heras,50049,Aneg. calles. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvia  vientos y desborde de arroyos,LN,1,1,-32.24008942,-69.45531464,De los Patos - La Plateada,27.279386150432266,Atuel - Algarrobo del Águila,308.87005181919204
2086-a,23/7/1985,FLOOD,Mendoza,50,Capital,50007,Aneg. calles y caminos. Soc: Ejercito  Bomberos e Iglesia. (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias  viento y desdorde Río Mendoza,LN,1,1,-32.87749385,-68.85278707,Mendoza - Guido,42.83537185120038,De los Patos - La Plateada,98.42604122569968
2077-c,2/6/1985,FLOOD,Corrientes,18,Santo Tome,18168,(DI6Author : F.Q. DI6Date : 12-99.),Llu y desb,Lluvias y desborde ríos Paraná y Uruguay,Cl - LN,1,1,-28.51878167,-56.05544289,Santo Tomé,3.131044339241239,Garruchos,49.70768894471692
2077-f,2/6/1985,FLOOD,Corrientes,18,San Luis del Palmar,18140,(DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias y desborde ríos Paraná,Cl - LN,1,1,-27.41325145,-58.37888858,Paraná - Itatí,17.235861924475127,Itatí,17.26036695051386
2077-d,2/6/1985,FLOOD,Corrientes,18,Paso de los Libres,18119,(DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias y desborde ríos Paraná y Uruguay,Cl - LN,1,1,-29.87793885,-57.53288465,Miriñay - Paso Ledesma,15.917836422390208,Bompland,22.24097528486633
2077-e,2/6/1985,FLOOD,Corrientes,18,Ituzaingo,18084,(DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias y desborde ríos Paraná y Uruguay,Cl - LN,1,1,-27.71591449,-56.94751639,Ituzaingó,28.680506246271943,Posadas,120.26544590187781
2077-a,2/6/1985,FLOOD,Corrientes,18,Goya,18070,Ruta Nº12 aneg entre Goya y Esquina (30 cm. de agua) (DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias y desborde ríos Uruguay,Cl - LN,1,1,-29.1751244,-58.88982054,Aº Batel - Paso Cerrito,14.000267264942622,Bella Vista,42.093005625454715
2077-b,2/6/1985,FLOOD,Corrientes,18,Esquina,18049,(DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias y desborde ríos Uruguay,Cl - LN,1,1,-30.0784368,-59.4055912,Aº Barrancas - Paso La Llana,11.968917907847858,Esquina,14.950085894162754
2077-h,2/6/1985,FLOOD,Corrientes,18,Curuzu Cuatia,18035,(DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias y desborde ríos Paraná y Uruguay,Cl - LN,1,1,-29.30959977,-58.51285545,Corriente - Paso Lucero,18.94675154143544,Aº Batel - Paso Cerrito,34.60993156298369
2077-g,2/6/1985,FLOOD,Corrientes,18,Bella Vista,18007,(DI6Author : F.Q. DI6Date : Dic-99),Llu y desb,Lluvias y desborde ríos Uruguay,Cl - LN,1,1,-28.48951707,-59.03412064,Paraná - Bella Vista,1.9550729578905928,Bella Vista,3.2524629227884123
2075-d,1/6/1985,FLOOD,Capital Federal,2,Comuna 8,2008,V. aneg. Cortes electricidad y teléfonos.Ver ficha 2075-a.  La precipitación es del día anterior  31/5. Lluvia el 30/5: 120.1. (DI6Author : F.Q. DI6Date : Nov-99),RAIN,295 4 mm/12 hs,Cl - LN,1,1,-34.67499358,-58.47616299,Aº Medrano Reser. - Tecnópolis,7.493721771352474,Olivos,9.78643069284499
2075-c,1/6/1985,FLOOD,Capital Federal,2,Comuna 12,2012,V. aneg. Cortes electricidad y teléfonos.Ver ficha 2075-a.  La precipitación es del día anterior  31/5. Lluvia el 30/5: 120.1. (DI6Author : F.Q. DI6Date : Nov-99),RAIN,295 4 mm/12 hs,Cl - LN,1,1,-34.56062514,-58.47494475,Olivos,3.1388392153391758,San Isidro,6.998826438161411
2075-h,1/6/1985,FLOOD,Capital Federal,2,Comuna 8,2008,V. aneg. Cortes electricidad y teléfonos.Ver ficha 2075-a.  La precipitación es del día anterior  31/5. Lluvia el 30/5: 120.1. (DI6Author : F.Q. DI6Date : Nov-99),RAIN,295 4 mm/12 hs,Cl - LN,1,1,-34.67499358,-58.47616299,Aº Medrano Reser. - Tecnópolis,7.493721771352474,Olivos,9.78643069284499
2075-i,1/6/1985,FLOOD,Capital Federal,2,Comuna 15,2015,V. aneg. Cortes electricidad y teléfonos. Línea B subte  mitad recorrido durante 6 hs. Ver ficha 2075-a.  La precipitación es del día anterior  31/5. Lluvia el 30/5: 120.1. (DI6Author : F.Q. DI6Date : Nov-99),RAIN,295 4 mm/12 hs,Cl - LN,1,1,-34.59294425,-58.48867142,Aº Medrano Reser. - Tecnópolis,2.816833010083022,Olivos,5.21353437194082
2075-j,1/6/1985,FLOOD,Capital Federal,2,Comuna 7,2007,V. aneg. Cortes electricidad y teléfonos.Ver ficha 2075-a.  La precipitación es del día anterior  31/5. Lluvia el 30/5: 120.1. (DI6Author : F.Q. DI6Date : Nov-99),RAIN,295 4 mm/12 hs,Cl - LN,1,1,-34.63680708,-58.45826985,Aº Medrano Reser. - Tecnópolis,7.047364925798178,Olivos,7.816927076952352
2075-a,1/6/1985,FLOOD,Capital Federal,2,Comuna 13,2013,V. aneg. Cortes electricidad y teléfonos. 1 muerto electrocutado. Soc: Policía y Bomberos. Total Cap.Fed.: 50.000 usuarios sin teléfono y 40% sin electricidad. Suspensión clases.  La precipitación es del día anterior  31/5. Lluvia el 30/5: 120.1. (DI6Author : F.Q. DI6Date : Nov-99),RAIN,295 4 mm/12 hs,Cl - LN,1,1,-34.55488152,-58.4502891,Olivos,3.993776931750484,San Isidro,8.500803119696831
2075-g,1/6/1985,FLOOD,Capital Federal,2,Comuna 6,2006,V. aneg. Cortes electricidad y teléfonos.Ver ficha 2075-a.  La precipitación es del día anterior  31/5. Lluvia el 30/5: 120.1. (DI6Author : F.Q. DI6Date : Nov-99),RAIN,295 4 mm/12 hs,Cl - LN,1,1,-34.6168255,-58.44360311,Buenos Aires,5.900676142719036,Olivos,7.343281934691622
2075-b,1/6/1985,FLOOD,Capital Federal,2,Comuna 14,2014,V. aneg. Cortes electricidad y teléfonos. Interrupción subte linea D. Ver ficha 2075-a.  La precipitación es del día anterior  31/5. Lluvia el 30/5: 120.1. (DI6Author : F.Q. DI6Date : Nov-99),Llu y desb,295 4 mm/12 hs  desborde arroyo Maldonado,Cl - LN,1,1,-34.57389998,-58.42243645,Buenos Aires,2.680115102014045,Olivos,7.113055623764702
2075-e,1/6/1985,FLOOD,Capital Federal,2,Comuna 4,2004,V. aneg. Cortes electricidad y teléfonos. Soc: Bomberos y Policía Federal. Ver  ficha 2075-a.  La precipitación es del día anterior  31/5. Lluvia el 30/5: 120.1. (DI6Author : F.Q. DI6Date : Nov-99),RAIN,295 4 mm/12 hs,Cl - LN,1,1,-34.64641355,-58.38427103,Buenos Aires,5.245932975712397,Olivos,13.034939593076931
2075-f,1/6/1985,FLOOD,Capital Federal,2,Comuna 14,2014,V. aneg. Cortes electricidad y teléfonos.Ver ficha 2075-a.  La precipitación es del día anterior  31/5. Lluvia el 30/5: 120.1. (DI6Author : F.Q. DI6Date : Nov-99),RAIN,295 4 mm/12 hs,Cl - LN,1,1,-34.57389998,-58.42243645,Buenos Aires,2.680115102014045,Olivos,7.113055623764702
2075-k,1/6/1985,FLOOD,Capital Federal,2,Comuna 1,2001,V. aneg. Cortes electricidad y teléfonos. Suspensión de los 3 ramales del Ferrocarril Mitre (Suarez  Mitre y Tigre). Ver ficha 2075-a.  La precipitación es del día anterior  31/5. Lluvia el 30/5: 120.1. (DI6Author : F.Q. DI6Date : Nov-99),RAIN,295 4 mm/12 hs,Cl - LN,1,1,-34.62504786,-58.38438723,Buenos Aires,4.079545796286742,Olivos,12.286413842173772
2076-k,1/6/1985,FLOOD,Buenos Aires,6,Tigre,6805,V. aneg. Cortes electricidad y teléfonos. Suspensión clases. Soc: Bomberos. Ver Ficha Nº 2076-a. (DI6Author : F.Q. DI6Date : Nov-99),RAIN,295 4 mm/12 hs.,Cl - LN,1,1,-34.3277116,-58.608687,Arroyo Carapachay,3.246417800948728,Tigre,6.147673098235007
2076-f,1/6/1985,FLOOD,Buenos Aires,6,San Isidro,6756,Bº La Caba 100% ev. V. aneg. Cortes electricidad y teléfonos. Suspensión clases.Soc: Policía. Ver Ficha Nº 2076-a. (DI6Author : F.Q. DI6Date : Nov-99),RAIN,295 4 mm/12 hs.,Cl - LN,1,1,-34.47940181,-58.5074044,San Isidro,1.2918934163533349,San Fernando,5.439281498493588
2076-j,1/6/1985,FLOOD,Buenos Aires,6,San Fernando,6749,V. aneg. Cortes electricidad y teléfonos. Suspensión clases. Soc: Bomberos  Policía D.C. Ver Ficha Nº 2076-a. (DI6Author : F.Q. DI6Date : Nov-99),Llu y desb,295 4 mm/12 hs.  desborde Río Reconquista,Cl - LN,1,1,-34.2256455,-58.5931568,Palmas,7.152462249602801,Arroyo Carapachay,8.810303651454168
2076-e,1/6/1985,FLOOD,Buenos Aires,6,Quilmes,6658,2/3 del partido bajo agua. V. aneg. Cortes electricidad y teléfonos. Suspensión clases.Soc: Bomberos Policía D.C. Ejército. Ver Ficha Nº 2076-a. (DI6Author : F.Q. DI6Date : Nov-99),RAIN,295 4 mm/12 hs.,Cl - LN,1,1,-34.70037841,-58.27664278,LP_Libano,4.25095577248256,Arroyo Las Piedras - Rep. del Líbano,4.284469084750754
2076-i,1/6/1985,FLOOD,Buenos Aires,6,Moron,06568,V. aneg. Cortes electricidad y teléfonos. Suspensión clases. Ver Ficha Nº 2076-a. (DI6Author : F.Q. DI6Date : Nov-99),Llu y desb,295 4 mm/12 hs.  desborde Río Reconquista,Cl - LN,1,1,-34.6644131,-58.64564271,Tigre,16.23895747409569,Escobar,23.20567145694538
2076-a,1/6/1985,FLOOD,Buenos Aires,6,Moreno,6560,V. aneg. Cortes electricidad y teléfonos.Suspensión clases. Soc: D.C. y Policía. TOTAL ev. en Bs. As.= 101.067. Aprox. 40.000 autoev. (DI6Author : F.Q. DI6Date : Nov-99),RAIN,295 4 mm/12 hs.,Cl - LN,1,1,-34.55865957,-58.81630109,Escobar,17.533466188272367,Campana,28.02192428754337
2076-b,1/6/1985,FLOOD,Buenos Aires,6,Lomas de Zamora,6490,V. aneg. Cortes electricidad y teléfonos.Suspensión clases. Soc: D.C. y Policía.Ver Ficha Nº 2076-a. (DI6Author : F.Q. DI6Date : Nov-99),RAIN,295 4 mm/12 hs.,Cl - LN,1,1,-34.73790272,-58.44067537,Finky,5.538805425560432,Buenos Aires,11.278302384471056
2076-c,1/6/1985,FLOOD,Buenos Aires,6,Lanus,6434,V.aneg. Cortes electricidad y teléfonos. Suspensión clases.Soc: Policía y Bomberos.Ver Ficha Nº 2076-a. (DI6Author : F.Q. DI6Date : Nov-99),RAIN,295 4 mm/12 hs.,Cl - LN,1,1,-34.69095715,-58.38386285,Finky,5.762500628805622,Arroyo San Francisco,7.414543045351206
2076-g,1/6/1985,FLOOD,Buenos Aires,6,La Plata,6441,V. aneg. Cortes electricidad y teléfonos. Suspensión clases. Soc: Bomberos. Ver Ficha Nº 2076-a. (DI6Author : F.Q. DI6Date : Nov-99),RAIN,295 4 mm/12 hs.,Cl - LN,1,1,-35.03880607,-58.05930616,La Plata,23.313993432925944,La Plata,24.225339560138988
2076-d,1/6/1985,FLOOD,Buenos Aires,6,La Matanza,6427,Cortes electricidad y teléfonos. Suspensión clases. Htal.Paroisien aneg.  pérdida U$ 2 millones en equipos medicos. Soc: D.C. Policía. Ver Ficha Nº 2076-a. (DI6Author : F.Q. DI6Date : Nov-99),Llu y desb,295 4 mm/12 hs.  desborde Río Reconquista,Cl - LN,1,1,-34.71417289,-58.50890438,Aº Medrano Reser. - Tecnópolis,8.89153321445818,Olivos,12.60587720528272
2076-h,1/6/1985,FLOOD,Buenos Aires,6,General Sarmiento,6378,V. aneg. Cortes electricidad y teléfonos. Suspensión clases. Bº más afec.: Obligado (desborde Río Reconquista). Soc: D.C.  Bomberos. Ver Ficha Nº 2076-a. (DI6Author : F.Q. DI6Date : Nov-99),RAIN,295 4 mm/12 hs.,Cl - LN,1,1,-34.4627196,-58.7739423,Escobar,10.415238662156776,Campana,27.04555492557761
2076-n,1/6/1985,FLOOD,Buenos Aires,6,General San Martin,6371,V. aneg. Cortes electricidad y teléfonos. Suspensión clases. Soc: Bomberos  D.C. Ver Ficha Nº 2076-a. (DI6Author : F.Q. DI6Date : Nov-99),RAIN,295 4 mm/12 hs.,Cl - LN,1,1,-34.56734338,-58.58431125,Aº Medrano Reser. - Tecnópolis,8.517813269419056,San Fernando,8.65702573707137
